edge_id,from_node_id,to_node_id,feeder_id,substation_id,edge_type,conductor_type,phase,length_miles,length_ft,impedance_r_ohm_per_mile,impedance_x_ohm_per_mile,impedance_z0_ohm_per_mile,rated_amps,nominal_voltage_kv,num_phases,is_overhead,installation_year,status
EDGE-022521,JCT-FDR-0035-004,FUSE-XFMR-011074,FDR-0035,SUB-009,lateral_underground,1/0 AL,AC,0.078,410.3,0.6335,0.4867,0.5345,230,13.8,2,0,,closed
EDGE-022522,FUSE-XFMR-011074,XFMR-011074,FDR-0035,SUB-009,lateral_underground,1/0 AL,AC,0.44,2324.8,0.6157,0.5004,0.5345,230,13.8,2,0,,closed
EDGE-022523,JCT-FDR-0035-004,FUSE-XFMR-011075,FDR-0035,SUB-009,lateral_overhead,#4 CU,BC,0.08,422.9,1.4854,0.497,1.007,100,13.8,2,1,,closed
EDGE-022524,FUSE-XFMR-011075,XFMR-011075,FDR-0035,SUB-009,lateral_overhead,#4 CU,BC,0.454,2396.6,1.4349,0.5382,1.007,100,13.8,2,1,,closed
EDGE-022525,JCT-FDR-0035-004,FUSE-XFMR-011076,FDR-0035,SUB-009,lateral_overhead,#4 CU,AC,0.082,434.0,1.4607,0.482,1.007,100,13.8,2,1,,closed
EDGE-022526,FUSE-XFMR-011076,XFMR-011076,FDR-0035,SUB-009,lateral_overhead,#4 CU,AC,0.466,2459.4,1.6378,0.4943,1.007,100,13.8,2,1,,closed
EDGE-022527,JCT-FDR-0035-004,FUSE-XFMR-011077,FDR-0035,SUB-009,lateral_overhead,4/0 AL,BC,0.085,449.9,0.3203,0.4727,0.3655,340,13.8,2,1,,closed
EDGE-022528,FUSE-XFMR-011077,XFMR-011077,FDR-0035,SUB-009,lateral_overhead,4/0 AL,BC,0.483,2549.2,0.3106,0.4542,0.3655,340,13.8,2,1,,closed
EDGE-022529,JCT-FDR-0035-004,FUSE-XFMR-011078,FDR-0035,SUB-009,lateral_overhead,#4 CU,B,0.087,460.2,1.6347,0.4774,1.007,100,13.8,1,1,,closed
EDGE-022530,FUSE-XFMR-011078,XFMR-011078,FDR-0035,SUB-009,lateral_overhead,#4 CU,B,0.494,2607.5,1.4124,0.5011,1.007,100,13.8,1,1,,closed
EDGE-022531,JCT-FDR-0035-004,FUSE-XFMR-011079,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.09,476.0,1.484,0.5508,1.007,100,13.8,1,1,,closed
EDGE-022532,FUSE-XFMR-011079,XFMR-011079,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.511,2697.3,1.3897,0.4892,1.007,100,13.8,1,1,,closed
EDGE-022533,JCT-FDR-0035-004,FUSE-XFMR-011080,FDR-0035,SUB-009,lateral_overhead,#4 CU,AB,0.093,488.7,1.4884,0.523,1.007,100,13.8,2,1,,closed
EDGE-022534,FUSE-XFMR-011080,XFMR-011080,FDR-0035,SUB-009,lateral_overhead,#4 CU,AB,0.524,2769.1,1.4409,0.5519,1.007,100,13.8,2,1,,closed
EDGE-022535,JCT-FDR-0035-004,FUSE-XFMR-011081,FDR-0035,SUB-009,lateral_overhead,1/0 AL,ABC,0.096,505.3,0.6244,0.4577,0.5345,230,13.8,3,1,,closed
EDGE-022536,FUSE-XFMR-011081,XFMR-011081,FDR-0035,SUB-009,lateral_overhead,1/0 AL,ABC,0.542,2863.3,0.6023,0.4515,0.5345,230,13.8,3,1,,closed
EDGE-022537,JCT-FDR-0035-004,FUSE-XFMR-011082,FDR-0035,SUB-009,lateral_underground,4/0 AL,B,0.098,514.8,0.3173,0.4277,0.3655,340,13.8,1,0,,closed
EDGE-022538,FUSE-XFMR-011082,XFMR-011082,FDR-0035,SUB-009,lateral_underground,4/0 AL,B,0.552,2917.2,0.2725,0.4674,0.3655,340,13.8,1,0,,closed
EDGE-022539,JCT-FDR-0035-004,FUSE-XFMR-011083,FDR-0035,SUB-009,lateral_underground,#2 ACSR,AC,0.101,532.2,0.8174,0.4697,0.6985,150,13.8,2,0,,closed
EDGE-022540,FUSE-XFMR-011083,XFMR-011083,FDR-0035,SUB-009,lateral_underground,#2 ACSR,AC,0.571,3015.9,0.8584,0.4849,0.6985,150,13.8,2,0,,closed
EDGE-022541,JCT-FDR-0035-004,FUSE-XFMR-011084,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AB,0.103,541.7,0.9593,0.5223,0.6985,150,13.8,2,1,,closed
EDGE-022542,FUSE-XFMR-011084,XFMR-011084,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AB,0.581,3069.8,0.9602,0.4682,0.6985,150,13.8,2,1,,closed
EDGE-022543,JCT-FDR-0035-004,FUSE-XFMR-011085,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.105,555.2,0.5779,0.4509,0.5345,230,13.8,2,1,,closed
EDGE-022544,FUSE-XFMR-011085,XFMR-011085,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.596,3146.1,0.6421,0.5199,0.5345,230,13.8,2,1,,closed
EDGE-022545,JCT-FDR-0035-004,FUSE-XFMR-011086,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,C,0.109,574.2,0.8539,0.4625,0.6985,150,13.8,1,1,,closed
EDGE-022546,FUSE-XFMR-011086,XFMR-011086,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,C,0.616,3253.8,0.8816,0.4639,0.6985,150,13.8,1,1,,closed
EDGE-022547,JCT-FDR-0035-004,FUSE-XFMR-011087,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,A,0.111,583.7,0.8971,0.5308,0.6985,150,13.8,1,1,,closed
EDGE-022548,FUSE-XFMR-011087,XFMR-011087,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,A,0.626,3307.7,0.9446,0.5484,0.6985,150,13.8,1,1,,closed
EDGE-022549,JCT-FDR-0035-004,FUSE-XFMR-011088,FDR-0035,SUB-009,lateral_overhead,#4 CU,A,0.113,598.0,1.6061,0.5145,1.007,100,13.8,1,1,,closed
EDGE-022550,FUSE-XFMR-011088,XFMR-011088,FDR-0035,SUB-009,lateral_overhead,#4 CU,A,0.642,3388.4,1.452,0.5467,1.007,100,13.8,1,1,,closed
EDGE-022551,JCT-FDR-0035-004,FUSE-XFMR-011089,FDR-0035,SUB-009,lateral_underground,4/0 AL,AC,0.116,610.6,0.3031,0.4141,0.3655,340,13.8,2,0,,closed
EDGE-022552,FUSE-XFMR-011089,XFMR-011089,FDR-0035,SUB-009,lateral_underground,4/0 AL,AC,0.655,3460.2,0.2682,0.477,0.3655,340,13.8,2,0,,closed
EDGE-022553,JCT-FDR-0035-004,FUSE-XFMR-011090,FDR-0035,SUB-009,lateral_overhead,4/0 AL,AB,0.118,624.1,0.3102,0.4431,0.3655,340,13.8,2,1,,closed
EDGE-022554,FUSE-XFMR-011090,XFMR-011090,FDR-0035,SUB-009,lateral_overhead,4/0 AL,AB,0.67,3536.5,0.3173,0.4613,0.3655,340,13.8,2,1,,closed
EDGE-022555,JCT-FDR-0035-004,FUSE-XFMR-011091,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,ABC,0.121,639.1,0.9196,0.5452,0.6985,150,13.8,3,1,,closed
EDGE-022556,FUSE-XFMR-011091,XFMR-011091,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,ABC,0.686,3621.8,0.9746,0.5017,0.6985,150,13.8,3,1,,closed
EDGE-022557,JCT-FDR-0035-004,JCT-FDR-0035-005,FDR-0035,SUB-009,primary_overhead,1/0 AL,ABC,0.83,4382.4,0.6265,0.4625,0.4991,230,13.8,3,1,,closed
EDGE-022558,JCT-FDR-0035-005,FUSE-XFMR-011092,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.002,11.1,1.6509,0.4984,1.007,100,13.8,1,1,,closed
EDGE-022559,FUSE-XFMR-011092,XFMR-011092,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.012,62.8,1.458,0.4758,1.007,100,13.8,1,1,,closed
EDGE-022560,JCT-FDR-0035-005,FUSE-XFMR-011093,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AC,0.003,15.0,0.9643,0.5396,0.6985,150,13.8,2,1,,closed
EDGE-022561,FUSE-XFMR-011093,XFMR-011093,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AC,0.016,85.3,0.9788,0.4733,0.6985,150,13.8,2,1,,closed
EDGE-022562,JCT-FDR-0035-005,FUSE-XFMR-011094,FDR-0035,SUB-009,lateral_underground,1/0 AL,C,0.006,30.1,0.5562,0.437,0.5345,230,13.8,1,0,,closed
EDGE-022563,FUSE-XFMR-011094,XFMR-011094,FDR-0035,SUB-009,lateral_underground,1/0 AL,C,0.032,170.5,0.6,0.4367,0.5345,230,13.8,1,0,,closed
EDGE-022564,JCT-FDR-0035-005,FUSE-XFMR-011095,FDR-0035,SUB-009,lateral_overhead,#4 CU,AC,0.008,42.8,1.5097,0.5534,1.007,100,13.8,2,1,,closed
EDGE-022565,FUSE-XFMR-011095,XFMR-011095,FDR-0035,SUB-009,lateral_overhead,#4 CU,AC,0.046,242.4,1.5058,0.4902,1.007,100,13.8,2,1,,closed
EDGE-022566,JCT-FDR-0035-005,FUSE-XFMR-011096,FDR-0035,SUB-009,lateral_underground,#2 ACSR,AC,0.011,57.8,0.9445,0.5491,0.6985,150,13.8,2,0,,closed
EDGE-022567,FUSE-XFMR-011096,XFMR-011096,FDR-0035,SUB-009,lateral_underground,#2 ACSR,AC,0.062,327.6,0.9831,0.4793,0.6985,150,13.8,2,0,,closed
EDGE-022568,JCT-FDR-0035-005,FUSE-XFMR-011097,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AB,0.013,71.3,0.5649,0.4659,0.5345,230,13.8,2,1,,closed
EDGE-022569,FUSE-XFMR-011097,XFMR-011097,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AB,0.076,403.9,0.5492,0.4585,0.5345,230,13.8,2,1,,closed
EDGE-022570,JCT-FDR-0035-005,FUSE-XFMR-011098,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AB,0.016,84.0,0.9463,0.5243,0.6985,150,13.8,2,1,,closed
EDGE-022571,FUSE-XFMR-011098,XFMR-011098,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AB,0.09,475.7,0.9256,0.5337,0.6985,150,13.8,2,1,,closed
EDGE-022572,JCT-FDR-0035-005,FUSE-XFMR-011099,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.018,95.8,0.6007,0.4892,0.5345,230,13.8,2,1,,closed
EDGE-022573,FUSE-XFMR-011099,XFMR-011099,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.103,543.0,0.6022,0.4379,0.5345,230,13.8,2,1,,closed
EDGE-022574,JCT-FDR-0035-005,FUSE-XFMR-011100,FDR-0035,SUB-009,lateral_underground,#4 CU,B,0.021,110.9,1.5115,0.5544,1.007,100,13.8,1,0,,closed
EDGE-022575,FUSE-XFMR-011100,XFMR-011100,FDR-0035,SUB-009,lateral_underground,#4 CU,B,0.119,628.3,1.4378,0.4914,1.007,100,13.8,1,0,,closed
EDGE-022576,JCT-FDR-0035-005,FUSE-XFMR-011101,FDR-0035,SUB-009,lateral_overhead,1/0 AL,B,0.024,125.1,0.6053,0.4749,0.5345,230,13.8,1,1,,closed
EDGE-022577,FUSE-XFMR-011101,XFMR-011101,FDR-0035,SUB-009,lateral_overhead,1/0 AL,B,0.134,709.1,0.6008,0.4645,0.5345,230,13.8,1,1,,closed
EDGE-022578,JCT-FDR-0035-005,FUSE-XFMR-011102,FDR-0035,SUB-009,lateral_underground,1/0 AL,B,0.027,140.2,0.6237,0.4724,0.5345,230,13.8,1,0,,closed
EDGE-022579,FUSE-XFMR-011102,XFMR-011102,FDR-0035,SUB-009,lateral_underground,1/0 AL,B,0.15,794.4,0.5898,0.4732,0.5345,230,13.8,1,0,,closed
EDGE-022580,JCT-FDR-0035-005,FUSE-XFMR-011103,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,B,0.029,153.6,0.9613,0.5029,0.6985,150,13.8,1,1,,closed
EDGE-022581,FUSE-XFMR-011103,XFMR-011103,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,B,0.165,870.7,0.9772,0.4686,0.6985,150,13.8,1,1,,closed
EDGE-022582,JCT-FDR-0035-005,FUSE-XFMR-011104,FDR-0035,SUB-009,lateral_overhead,4/0 AL,C,0.031,163.9,0.2925,0.4211,0.3655,340,13.8,1,1,,closed
EDGE-022583,FUSE-XFMR-011104,XFMR-011104,FDR-0035,SUB-009,lateral_overhead,4/0 AL,C,0.176,929.0,0.3042,0.4399,0.3655,340,13.8,1,1,,closed
EDGE-022584,JCT-FDR-0035-005,FUSE-XFMR-011105,FDR-0035,SUB-009,lateral_underground,1/0 AL,C,0.034,181.4,0.5721,0.5139,0.5345,230,13.8,1,0,,closed
EDGE-022585,FUSE-XFMR-011105,XFMR-011105,FDR-0035,SUB-009,lateral_underground,1/0 AL,C,0.195,1027.8,0.5463,0.485,0.5345,230,13.8,1,0,,closed
EDGE-022586,JCT-FDR-0035-005,FUSE-XFMR-011106,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.037,194.0,0.6137,0.4472,0.5345,230,13.8,2,1,,closed
EDGE-022587,FUSE-XFMR-011106,XFMR-011106,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.208,1099.6,0.6502,0.52,0.5345,230,13.8,2,1,,closed
EDGE-022588,JCT-FDR-0035-005,FUSE-XFMR-011107,FDR-0035,SUB-009,lateral_overhead,#4 CU,AB,0.039,207.5,1.3824,0.5097,1.007,100,13.8,2,1,,closed
EDGE-022589,FUSE-XFMR-011107,XFMR-011107,FDR-0035,SUB-009,lateral_overhead,#4 CU,AB,0.223,1175.9,1.5007,0.5505,1.007,100,13.8,2,1,,closed
EDGE-022590,JCT-FDR-0035-005,FUSE-XFMR-011108,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,C,0.042,221.0,0.9402,0.4992,0.6985,150,13.8,1,1,,closed
EDGE-022591,FUSE-XFMR-011108,XFMR-011108,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,C,0.237,1252.2,0.8956,0.5147,0.6985,150,13.8,1,1,,closed
EDGE-022592,JCT-FDR-0035-005,FUSE-XFMR-011109,FDR-0035,SUB-009,lateral_overhead,#4 CU,A,0.045,236.8,1.491,0.4976,1.007,100,13.8,1,1,,closed
EDGE-022593,FUSE-XFMR-011109,XFMR-011109,FDR-0035,SUB-009,lateral_overhead,#4 CU,A,0.254,1341.9,1.6386,0.4759,1.007,100,13.8,1,1,,closed
EDGE-022594,JCT-FDR-0035-005,FUSE-XFMR-011110,FDR-0035,SUB-009,lateral_overhead,#4 CU,AC,0.046,245.5,1.6254,0.51,1.007,100,13.8,2,1,,closed
EDGE-022595,FUSE-XFMR-011110,XFMR-011110,FDR-0035,SUB-009,lateral_overhead,#4 CU,AC,0.264,1391.3,1.3611,0.4982,1.007,100,13.8,2,1,,closed
EDGE-022596,JCT-FDR-0035-005,FUSE-XFMR-011111,FDR-0035,SUB-009,lateral_underground,4/0 AL,ABC,0.05,261.4,0.3069,0.4289,0.3655,340,13.8,3,0,,closed
EDGE-022597,FUSE-XFMR-011111,XFMR-011111,FDR-0035,SUB-009,lateral_underground,4/0 AL,ABC,0.281,1481.0,0.2998,0.4514,0.3655,340,13.8,3,0,,closed
EDGE-022598,JCT-FDR-0035-005,FUSE-XFMR-011112,FDR-0035,SUB-009,lateral_overhead,4/0 AL,ABC,0.052,275.6,0.3234,0.4497,0.3655,340,13.8,3,1,,closed
EDGE-022599,FUSE-XFMR-011112,XFMR-011112,FDR-0035,SUB-009,lateral_overhead,4/0 AL,ABC,0.296,1561.8,0.2787,0.4561,0.3655,340,13.8,3,1,,closed
EDGE-022600,JCT-FDR-0035-005,FUSE-XFMR-011113,FDR-0035,SUB-009,lateral_overhead,#4 CU,B,0.055,290.7,1.564,0.4839,1.007,100,13.8,1,1,,closed
EDGE-022601,FUSE-XFMR-011113,XFMR-011113,FDR-0035,SUB-009,lateral_overhead,#4 CU,B,0.312,1647.1,1.6204,0.5568,1.007,100,13.8,1,1,,closed
EDGE-022602,JCT-FDR-0035-005,FUSE-XFMR-011114,FDR-0035,SUB-009,lateral_underground,#4 CU,AB,0.057,303.3,1.5243,0.4947,1.007,100,13.8,2,0,,closed
EDGE-022603,FUSE-XFMR-011114,XFMR-011114,FDR-0035,SUB-009,lateral_underground,#4 CU,AB,0.326,1718.9,1.548,0.525,1.007,100,13.8,2,0,,closed
EDGE-022604,JCT-FDR-0035-005,FUSE-XFMR-011115,FDR-0035,SUB-009,lateral_underground,#4 CU,BC,0.06,316.0,1.5102,0.5437,1.007,100,13.8,2,0,,closed
EDGE-022605,FUSE-XFMR-011115,XFMR-011115,FDR-0035,SUB-009,lateral_underground,#4 CU,BC,0.339,1790.7,1.5997,0.5027,1.007,100,13.8,2,0,,closed
EDGE-022606,JCT-FDR-0035-005,FUSE-XFMR-011116,FDR-0035,SUB-009,lateral_underground,1/0 AL,AC,0.062,328.7,0.5732,0.5132,0.5345,230,13.8,2,0,,closed
EDGE-022607,FUSE-XFMR-011116,XFMR-011116,FDR-0035,SUB-009,lateral_underground,1/0 AL,AC,0.353,1862.5,0.6101,0.4911,0.5345,230,13.8,2,0,,closed
EDGE-022608,JCT-FDR-0035-005,FUSE-XFMR-011117,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,B,0.065,342.9,0.9211,0.4671,0.6985,150,13.8,1,1,,closed
EDGE-022609,FUSE-XFMR-011117,XFMR-011117,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,B,0.368,1943.3,0.8067,0.5324,0.6985,150,13.8,1,1,,closed
EDGE-022610,JCT-FDR-0035-005,FUSE-XFMR-011118,FDR-0035,SUB-009,lateral_underground,4/0 AL,BC,0.068,358.0,0.3171,0.4354,0.3655,340,13.8,2,0,,closed
EDGE-022611,FUSE-XFMR-011118,XFMR-011118,FDR-0035,SUB-009,lateral_underground,4/0 AL,BC,0.384,2028.6,0.3086,0.4768,0.3655,340,13.8,2,0,,closed
EDGE-022612,JCT-FDR-0035-005,FUSE-XFMR-011119,FDR-0035,SUB-009,lateral_underground,#2 ACSR,AC,0.07,372.2,0.8317,0.4684,0.6985,150,13.8,2,0,,closed
EDGE-022613,FUSE-XFMR-011119,XFMR-011119,FDR-0035,SUB-009,lateral_underground,#2 ACSR,AC,0.399,2109.4,0.9354,0.4531,0.6985,150,13.8,2,0,,closed
EDGE-022614,JCT-FDR-0035-005,FUSE-XFMR-011120,FDR-0035,SUB-009,lateral_overhead,4/0 AL,ABC,0.072,381.7,0.2976,0.434,0.3655,340,13.8,3,1,,closed
EDGE-022615,FUSE-XFMR-011120,XFMR-011120,FDR-0035,SUB-009,lateral_overhead,4/0 AL,ABC,0.41,2163.2,0.3141,0.448,0.3655,340,13.8,3,1,,closed
EDGE-022616,JCT-FDR-0035-005,FUSE-XFMR-011121,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,ABC,0.075,394.4,0.8333,0.5484,0.6985,150,13.8,3,1,,closed
EDGE-022617,FUSE-XFMR-011121,XFMR-011121,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,ABC,0.423,2235.0,0.9736,0.5517,0.6985,150,13.8,3,1,,closed
EDGE-022618,JCT-FDR-0035-005,FUSE-XFMR-011122,FDR-0035,SUB-009,lateral_overhead,4/0 AL,C,0.078,410.3,0.3152,0.474,0.3655,340,13.8,1,1,,closed
EDGE-022619,FUSE-XFMR-011122,XFMR-011122,FDR-0035,SUB-009,lateral_overhead,4/0 AL,C,0.44,2324.8,0.2939,0.4276,0.3655,340,13.8,1,1,,closed
EDGE-022620,JCT-FDR-0035-005,FUSE-XFMR-011123,FDR-0035,SUB-009,lateral_underground,4/0 AL,BC,0.081,426.1,0.3201,0.4253,0.3655,340,13.8,2,0,,closed
EDGE-022621,FUSE-XFMR-011123,XFMR-011123,FDR-0035,SUB-009,lateral_underground,4/0 AL,BC,0.457,2414.5,0.3179,0.3928,0.3655,340,13.8,2,0,,closed
EDGE-022622,JCT-FDR-0035-005,FUSE-XFMR-011124,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.083,436.4,1.5587,0.509,1.007,100,13.8,1,1,,closed
EDGE-022623,FUSE-XFMR-011124,XFMR-011124,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.468,2472.9,1.5603,0.4904,1.007,100,13.8,1,1,,closed
EDGE-022624,JCT-FDR-0035-005,FUSE-XFMR-011125,FDR-0035,SUB-009,lateral_underground,4/0 AL,B,0.086,452.2,0.3026,0.4436,0.3655,340,13.8,1,0,,closed
EDGE-022625,FUSE-XFMR-011125,XFMR-011125,FDR-0035,SUB-009,lateral_underground,4/0 AL,B,0.485,2562.6,0.2991,0.4422,0.3655,340,13.8,1,0,,closed
EDGE-022626,JCT-FDR-0035-005,FUSE-XFMR-011126,FDR-0035,SUB-009,lateral_underground,#4 CU,A,0.088,466.5,1.594,0.5347,1.007,100,13.8,1,0,,closed
EDGE-022627,FUSE-XFMR-011126,XFMR-011126,FDR-0035,SUB-009,lateral_underground,#4 CU,A,0.501,2643.4,1.5442,0.4774,1.007,100,13.8,1,0,,closed
EDGE-022628,JCT-FDR-0035-005,FUSE-XFMR-011127,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AB,0.091,480.0,0.5888,0.4604,0.5345,230,13.8,2,1,,closed
EDGE-022629,FUSE-XFMR-011127,XFMR-011127,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AB,0.515,2719.7,0.6118,0.4418,0.5345,230,13.8,2,1,,closed
EDGE-022630,JCT-FDR-0035-005,FUSE-XFMR-011128,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.093,493.4,0.5952,0.4963,0.5345,230,13.8,2,1,,closed
EDGE-022631,FUSE-XFMR-011128,XFMR-011128,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.53,2796.0,0.5366,0.5092,0.5345,230,13.8,2,1,,closed
EDGE-022632,JCT-FDR-0035-005,FUSE-XFMR-011129,FDR-0035,SUB-009,lateral_underground,4/0 AL,ABC,0.096,506.1,0.2932,0.4754,0.3655,340,13.8,3,0,,closed
EDGE-022633,FUSE-XFMR-011129,XFMR-011129,FDR-0035,SUB-009,lateral_underground,4/0 AL,ABC,0.543,2867.8,0.3206,0.4691,0.3655,340,13.8,3,0,,closed
EDGE-022634,JCT-FDR-0035-005,FUSE-XFMR-011130,FDR-0035,SUB-009,lateral_underground,4/0 AL,BC,0.099,521.9,0.3241,0.4558,0.3655,340,13.8,2,0,,closed
EDGE-022635,FUSE-XFMR-011130,XFMR-011130,FDR-0035,SUB-009,lateral_underground,4/0 AL,BC,0.56,2957.6,0.2913,0.4186,0.3655,340,13.8,2,0,,closed
EDGE-022636,JCT-FDR-0035-005,FUSE-XFMR-011131,FDR-0035,SUB-009,lateral_underground,#4 CU,B,0.101,532.2,1.4413,0.4728,1.007,100,13.8,1,0,,closed
EDGE-022637,FUSE-XFMR-011131,XFMR-011131,FDR-0035,SUB-009,lateral_underground,#4 CU,B,0.571,3015.9,1.4089,0.5443,1.007,100,13.8,1,0,,closed
EDGE-022638,JCT-FDR-0035-005,FUSE-XFMR-011132,FDR-0035,SUB-009,lateral_overhead,4/0 AL,AB,0.103,545.7,0.2681,0.4701,0.3655,340,13.8,2,1,,closed
EDGE-022639,FUSE-XFMR-011132,XFMR-011132,FDR-0035,SUB-009,lateral_overhead,4/0 AL,AB,0.586,3092.2,0.2674,0.4773,0.3655,340,13.8,2,1,,closed
EDGE-022640,JCT-FDR-0035-005,FUSE-XFMR-011133,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,ABC,0.106,559.9,0.9128,0.4914,0.6985,150,13.8,3,1,,closed
EDGE-022641,FUSE-XFMR-011133,XFMR-011133,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,ABC,0.601,3173.0,0.9219,0.5184,0.6985,150,13.8,3,1,,closed
EDGE-022642,JCT-FDR-0035-005,FUSE-XFMR-011134,FDR-0035,SUB-009,lateral_overhead,4/0 AL,BC,0.108,571.8,0.3073,0.4505,0.3655,340,13.8,2,1,,closed
EDGE-022643,FUSE-XFMR-011134,XFMR-011134,FDR-0035,SUB-009,lateral_overhead,4/0 AL,BC,0.614,3240.3,0.3119,0.4674,0.3655,340,13.8,2,1,,closed
EDGE-022644,JCT-FDR-0035-005,FUSE-XFMR-011135,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.112,590.0,1.3547,0.542,1.007,100,13.8,1,1,,closed
EDGE-022645,FUSE-XFMR-011135,XFMR-011135,FDR-0035,SUB-009,lateral_overhead,#4 CU,C,0.633,3343.6,1.3815,0.5477,1.007,100,13.8,1,1,,closed
EDGE-022646,JCT-FDR-0035-005,FUSE-XFMR-011136,FDR-0035,SUB-009,lateral_overhead,4/0 AL,AC,0.114,601.1,0.3129,0.465,0.3655,340,13.8,2,1,,closed
EDGE-022647,FUSE-XFMR-011136,XFMR-011136,FDR-0035,SUB-009,lateral_overhead,4/0 AL,AC,0.645,3406.4,0.2734,0.4213,0.3655,340,13.8,2,1,,closed
EDGE-022648,JCT-FDR-0035-005,FUSE-XFMR-011137,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AC,0.116,613.0,0.9025,0.4947,0.6985,150,13.8,2,1,,closed
EDGE-022649,FUSE-XFMR-011137,XFMR-011137,FDR-0035,SUB-009,lateral_overhead,#2 ACSR,AC,0.658,3473.7,0.9542,0.4791,0.6985,150,13.8,2,1,,closed
EDGE-022650,JCT-FDR-0035-005,FUSE-XFMR-011138,FDR-0035,SUB-009,lateral_overhead,4/0 AL,A,0.118,625.7,0.297,0.442,0.3655,340,13.8,1,1,,closed
EDGE-022651,FUSE-XFMR-011138,XFMR-011138,FDR-0035,SUB-009,lateral_overhead,4/0 AL,A,0.671,3545.5,0.2959,0.4546,0.3655,340,13.8,1,1,,closed
EDGE-022652,JCT-FDR-0035-005,FUSE-XFMR-011139,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.122,642.3,0.6246,0.4597,0.5345,230,13.8,2,1,,closed
EDGE-022653,FUSE-XFMR-011139,XFMR-011139,FDR-0035,SUB-009,lateral_overhead,1/0 AL,AC,0.689,3639.8,0.5363,0.5139,0.5345,230,13.8,2,1,,closed
EDGE-022654,JCT-FDR-0035-005,JCT-FDR-0035-006,FDR-0035,SUB-009,primary_overhead,1/0 AL,ABC,0.82,4329.6,0.6326,0.4461,0.5724,230,13.8,3,1,,closed
EDGE-022655,JCT-FDR-0035-006,FUSE-XFMR-011140,FDR-0035,SUB-009,lateral_overhead,4/0 AL,B,0.001,4.8,0.3167,0.3954,0.3655,340,13.8,1,1,,closed
EDGE-022656,FUSE-XFMR-011140,XFMR-011140,FDR-0035,SUB-009,lateral_overhead,4/0 AL,B,0.005,26.9,0.3109,0.393,0.3655,340,13.8,1,1,,closed
EDGE-022657,JCT-FDR-0035-006,FUSE-XFMR-011141,FDR-0035,SUB-009,lateral_underground,#4 CU,AB,0.003,13.5,1.5825,0.5268,1.007,100,13.8,2,0,,closed
EDGE-022658,FUSE-XFMR-011141,XFMR-011141,FDR-0035,SUB-009,lateral_underground,#4 CU,AB,0.014,76.3,1.6337,0.467,1.007,100,13.8,2,0,,closed
EDGE-022659,JCT-FDR-0035-006,FUSE-XFMR-011142,FDR-0035,SUB-009,lateral_overhead,1/0 AL,B,0.005,25.3,0.6487,0.4924,0.5345,230,13.8,1,1,,closed
EDGE-022660,FUSE-XFMR-011142,XFMR-011142,FDR-0035,SUB-009,lateral_overhead,1/0 AL,B,0.027,143.6,0.6511,0.4722,0.5345,230,13.8,1,1,,closed
