transformer_id,feeder_id,rated_kva,existing_der_kw,allocated_load_kw,thermal_hosting_capacity_kw,voltage_hosting_capacity_kw,limiting_factor,hosting_capacity_kw
XFMR-005396,FDR-0016,333.0,28.0,176.1,247.9,121.7,voltage,121.7
XFMR-005397,FDR-0016,50.0,17.9,23.0,24.4,12.2,voltage,12.2
XFMR-005398,FDR-0016,333.0,9.3,231.8,229.0,152.2,voltage,152.2
XFMR-005399,FDR-0016,10.0,4.3,3.3,4.3,1.5,voltage,1.5
XFMR-005400,FDR-0016,37.5,16.6,18.1,17.1,8.4,voltage,8.4
XFMR-005401,FDR-0016,10.0,18.4,5.6,0.0,0.0,voltage,0.0
XFMR-005402,FDR-0016,15.0,0,9.0,8.2,5.7,voltage,5.7
XFMR-005403,FDR-0016,250.0,7.3,138.0,163.3,146.2,voltage,146.2
XFMR-005404,FDR-0016,100.0,14.9,45.1,59.7,47.5,voltage,47.5
XFMR-005405,FDR-0016,250.0,0,85.0,187.9,114.1,voltage,114.1
XFMR-005406,FDR-0016,250.0,3.7,185.0,128.8,105.3,voltage,105.3
XFMR-005407,FDR-0016,10.0,158.6,4.2,0.0,0.0,voltage,0.0
XFMR-005408,FDR-0016,37.5,0,13.5,31.7,16.2,voltage,16.2
XFMR-005409,FDR-0016,37.5,0,19.4,21.4,23.6,thermal,21.4
XFMR-005410,FDR-0016,167.0,7.3,78.8,98.0,90.5,voltage,90.5
XFMR-005411,FDR-0016,250.0,0,83.5,208.4,136.8,voltage,136.8
XFMR-005412,FDR-0016,250.0,34.3,141.5,134.0,142.1,thermal,134.0
XFMR-005413,FDR-0016,10.0,0,3.8,7.2,3.8,voltage,3.8
XFMR-005414,FDR-0016,15.0,4.2,8.2,8.7,4.9,voltage,4.9
XFMR-005415,FDR-0016,167.0,656.7,75.1,0.0,0.0,voltage,0.0
XFMR-005416,FDR-0016,100.0,0,75.2,66.7,57.2,voltage,57.2
XFMR-005417,FDR-0016,37.5,5.3,17.9,25.0,16.4,voltage,16.4
XFMR-005418,FDR-0016,37.5,0,14.2,24.1,18.0,voltage,18.0
XFMR-005419,FDR-0017,75.0,7.2,52.0,41.8,19.4,voltage,19.4
XFMR-005420,FDR-0017,37.5,6.7,18.6,23.5,11.3,voltage,11.3
XFMR-005421,FDR-0017,10.0,11.5,7.0,0.7,0.0,voltage,0.0
XFMR-005422,FDR-0017,500.0,0,270.7,384.8,200.0,voltage,200.0
XFMR-005423,FDR-0017,167.0,0,111.0,91.1,92.6,thermal,91.1
XFMR-005424,FDR-0017,333.0,161.3,123.5,196.3,21.0,voltage,21.0
XFMR-005425,FDR-0017,100.0,11.4,76.8,57.8,43.5,voltage,43.5
XFMR-005426,FDR-0017,50.0,162.3,17.6,0.0,0.0,voltage,0.0
XFMR-005427,FDR-0017,50.0,16.6,21.6,33.3,18.9,voltage,18.9
XFMR-005428,FDR-0017,75.0,0,24.4,66.9,36.5,voltage,36.5
XFMR-005429,FDR-0017,15.0,9.3,9.2,5.6,2.0,voltage,2.0
XFMR-005430,FDR-0017,15.0,6.3,7.8,6.3,3.9,voltage,3.9
XFMR-005431,FDR-0017,167.0,29.9,108.0,111.9,54.0,voltage,54.0
XFMR-005432,FDR-0017,10.0,0,3.3,7.4,4.0,voltage,4.0
XFMR-005433,FDR-0017,100.0,20.7,58.0,62.0,37.2,voltage,37.2
XFMR-005434,FDR-0017,50.0,4.6,19.9,32.2,26.4,voltage,26.4
XFMR-005435,FDR-0017,15.0,21.9,11.2,0.0,0.0,voltage,0.0
XFMR-005436,FDR-0017,100.0,16.4,45.9,59.2,51.6,voltage,51.6
XFMR-005437,FDR-0017,333.0,126.4,258.8,138.4,88.0,voltage,88.0
XFMR-005438,FDR-0017,250.0,0,191.8,151.3,134.4,voltage,134.4
XFMR-005439,FDR-0017,500.0,0,158.1,338.7,190.1,voltage,190.1
XFMR-005440,FDR-0017,37.5,15.1,17.4,20.0,3.4,voltage,3.4
XFMR-005441,FDR-0017,333.0,0,250.2,234.2,96.9,voltage,96.9
XFMR-005442,FDR-0017,250.0,0,177.7,148.5,78.2,voltage,78.2
XFMR-005443,FDR-0017,50.0,10.4,35.6,22.0,14.5,voltage,14.5
XFMR-005444,FDR-0017,500.0,5.9,278.4,352.3,159.8,voltage,159.8
XFMR-005445,FDR-0017,100.0,38.7,32.7,59.8,26.0,voltage,26.0
XFMR-005446,FDR-0017,10.0,3.7,3.2,5.5,1.4,voltage,1.4
XFMR-005447,FDR-0017,15.0,0,9.8,9.8,6.3,voltage,6.3
XFMR-005448,FDR-0017,25.0,1237.1,10.5,0.0,0.0,voltage,0.0
XFMR-005449,FDR-0017,500.0,7.3,268.0,389.2,253.3,voltage,253.3
XFMR-005450,FDR-0017,250.0,3.6,178.6,140.4,163.1,thermal,140.4
XFMR-005451,FDR-0017,25.0,11.4,7.6,12.6,2.6,voltage,2.6
XFMR-005452,FDR-0017,75.0,413.3,30.6,0.0,0.0,voltage,0.0
XFMR-005453,FDR-0017,25.0,198.7,17.7,0.0,0.0,voltage,0.0
XFMR-005454,FDR-0017,25.0,11.1,18.3,10.6,2.7,voltage,2.7
XFMR-005455,FDR-0017,15.0,3.2,9.5,9.3,5.3,voltage,5.3
XFMR-005456,FDR-0017,10.0,0,4.3,6.5,3.9,voltage,3.9
XFMR-005457,FDR-0017,250.0,0,192.7,126.6,151.3,thermal,126.6
XFMR-005458,FDR-0017,100.0,21.5,42.3,63.1,23.3,voltage,23.3
XFMR-005459,FDR-0017,75.0,389.8,37.9,0.0,0.0,voltage,0.0
XFMR-005460,FDR-0017,333.0,0,222.1,216.7,162.8,voltage,162.8
XFMR-005461,FDR-0017,15.0,16.9,9.0,1.4,0.0,voltage,0.0
XFMR-005462,FDR-0017,167.0,0,77.3,131.1,89.4,voltage,89.4
XFMR-005463,FDR-0017,10.0,484.7,7.9,0.0,0.0,voltage,0.0
XFMR-005464,FDR-0017,250.0,6.7,76.3,202.3,129.9,voltage,129.9
XFMR-005465,FDR-0017,50.0,0,34.9,26.1,24.7,voltage,24.7
XFMR-005466,FDR-0017,333.0,0,156.9,214.8,183.9,voltage,183.9
XFMR-005467,FDR-0017,500.0,18.5,337.0,346.3,176.0,voltage,176.0
XFMR-005468,FDR-0017,15.0,333.1,11.1,0.0,0.0,voltage,0.0
XFMR-005469,FDR-0017,10.0,7.0,5.9,3.0,0.8,voltage,0.8
XFMR-005470,FDR-0017,25.0,0,12.5,15.6,14.3,voltage,14.3
XFMR-005471,FDR-0017,500.0,11.8,336.9,258.7,182.0,voltage,182.0
XFMR-005472,FDR-0017,500.0,22.6,185.7,395.5,245.5,voltage,245.5
XFMR-005473,FDR-0017,100.0,0,66.0,68.0,34.7,voltage,34.7
XFMR-005474,FDR-0017,167.0,0,53.3,146.3,81.6,voltage,81.6
XFMR-005475,FDR-0017,500.0,5.9,239.9,400.7,302.1,voltage,302.1
XFMR-005476,FDR-0017,100.0,10.4,53.9,63.7,38.2,voltage,38.2
XFMR-005477,FDR-0017,50.0,487.9,18.3,0.0,0.0,voltage,0.0
XFMR-005478,FDR-0017,167.0,0,130.3,118.1,79.3,voltage,79.3
XFMR-005479,FDR-0017,15.0,0,10.0,11.3,4.7,voltage,4.7
XFMR-005480,FDR-0017,15.0,0,5.1,11.9,6.4,voltage,6.4
XFMR-005481,FDR-0017,250.0,0,167.9,146.2,150.0,thermal,146.2
XFMR-005482,FDR-0017,100.0,15.2,69.1,49.9,39.6,voltage,39.6
XFMR-005483,FDR-0017,100.0,0,78.4,53.1,67.2,thermal,53.1
XFMR-005484,FDR-0017,37.5,3.3,18.1,24.3,13.0,voltage,13.0
XFMR-005485,FDR-0017,333.0,6.2,229.4,203.9,185.5,voltage,185.5
XFMR-005486,FDR-0017,167.0,79.2,81.6,92.4,8.3,voltage,8.3
XFMR-005487,FDR-0017,15.0,0,9.4,8.6,4.9,voltage,4.9
XFMR-005488,FDR-0017,15.0,0,6.3,8.9,8.2,voltage,8.2
XFMR-005489,FDR-0017,50.0,19.0,32.4,24.1,15.8,voltage,15.8
XFMR-005490,FDR-0017,50.0,15.8,22.2,25.5,10.7,voltage,10.7
XFMR-005491,FDR-0017,500.0,98.9,293.6,251.8,167.9,voltage,167.9
XFMR-005492,FDR-0017,50.0,0,18.6,31.2,23.2,voltage,23.2
XFMR-005493,FDR-0017,333.0,274.9,113.4,103.6,0.0,voltage,0.0
XFMR-005494,FDR-0017,167.0,0,73.2,135.8,92.4,voltage,92.4
XFMR-005495,FDR-0017,500.0,35.2,217.5,405.5,165.1,voltage,165.1
XFMR-005496,FDR-0017,50.0,5.4,32.0,33.2,29.5,voltage,29.5
XFMR-005497,FDR-0017,37.5,0,27.8,19.0,12.1,voltage,12.1
XFMR-005498,FDR-0017,25.0,0,10.9,21.3,12.8,voltage,12.8
XFMR-005499,FDR-0017,75.0,0,50.0,51.5,36.9,voltage,36.9
XFMR-005500,FDR-0017,500.0,0,247.8,389.7,276.7,voltage,276.7
XFMR-005501,FDR-0017,250.0,11.0,145.3,161.1,141.0,voltage,141.0
XFMR-005502,FDR-0017,100.0,10.0,44.4,54.9,55.9,thermal,54.9
XFMR-005503,FDR-0017,167.0,194.1,113.6,9.0,0.0,voltage,0.0
XFMR-005504,FDR-0017,37.5,5.0,16.4,24.9,20.8,voltage,20.8
XFMR-005505,FDR-0017,50.0,11.7,35.2,28.3,9.5,voltage,9.5
XFMR-005506,FDR-0017,100.0,3.7,41.6,58.5,52.4,voltage,52.4
XFMR-005507,FDR-0017,333.0,0,192.0,236.2,120.2,voltage,120.2
XFMR-005508,FDR-0017,167.0,323.5,81.3,0.0,0.0,voltage,0.0
XFMR-005509,FDR-0017,333.0,0,154.1,223.4,139.4,voltage,139.4
XFMR-005510,FDR-0017,25.0,203.3,19.8,0.0,0.0,voltage,0.0
XFMR-005511,FDR-0017,15.0,89.7,7.2,0.0,0.0,voltage,0.0
XFMR-005512,FDR-0017,250.0,7.8,128.9,185.2,114.1,voltage,114.1
XFMR-005513,FDR-0017,250.0,0,138.4,174.9,124.3,voltage,124.3
XFMR-005514,FDR-0017,37.5,0,18.1,30.7,24.3,voltage,24.3
XFMR-005515,FDR-0017,250.0,62.2,118.2,166.6,102.6,voltage,102.6
XFMR-005516,FDR-0017,333.0,7.7,128.0,238.0,208.3,voltage,208.3
XFMR-005517,FDR-0017,333.0,10.3,238.3,189.9,126.7,voltage,126.7
XFMR-005518,FDR-0017,25.0,0,8.7,20.3,14.0,voltage,14.0
XFMR-005519,FDR-0017,100.0,12.1,56.2,70.6,39.9,voltage,39.9
XFMR-005520,FDR-0017,25.0,221.7,18.6,0.0,0.0,voltage,0.0
XFMR-005521,FDR-0017,500.0,26.2,271.4,272.8,182.5,voltage,182.5
XFMR-005522,FDR-0017,250.0,0,110.4,183.6,85.8,voltage,85.8
XFMR-005523,FDR-0017,500.0,6.8,303.0,284.8,265.5,voltage,265.5
XFMR-005524,FDR-0017,333.0,123.3,189.0,147.3,53.2,voltage,53.2
XFMR-005525,FDR-0017,100.0,4.8,73.8,67.1,37.8,voltage,37.8
XFMR-005526,FDR-0017,250.0,0,80.5,214.4,159.4,voltage,159.4
XFMR-005527,FDR-0017,37.5,0,12.5,23.5,13.5,voltage,13.5
XFMR-005528,FDR-0017,333.0,3.5,113.6,281.9,114.4,voltage,114.4
XFMR-005529,FDR-0017,25.0,0,12.7,17.6,13.0,voltage,13.0
XFMR-005530,FDR-0017,167.0,9.6,75.2,121.6,71.5,voltage,71.5
XFMR-005531,FDR-0017,15.0,56.6,5.4,0.0,0.0,voltage,0.0
XFMR-005532,FDR-0017,25.0,0,19.3,15.7,15.9,thermal,15.7
XFMR-005533,FDR-0017,75.0,5.3,24.8,48.3,36.1,voltage,36.1
XFMR-005534,FDR-0017,250.0,10.9,151.4,148.1,143.9,voltage,143.9
XFMR-005535,FDR-0017,50.0,0,37.8,33.4,25.2,voltage,25.2
XFMR-005536,FDR-0017,50.0,0,23.4,28.4,29.7,thermal,28.4
XFMR-005537,FDR-0017,167.0,11.3,59.9,132.2,78.8,voltage,78.8
XFMR-005538,FDR-0017,75.0,0,32.8,54.7,35.8,voltage,35.8
XFMR-005539,FDR-0017,167.0,4.1,124.5,95.8,106.4,thermal,95.8
XFMR-005540,FDR-0017,37.5,414.9,28.2,0.0,0.0,voltage,0.0
XFMR-005541,FDR-0017,37.5,456.2,28.0,0.0,0.0,voltage,0.0
XFMR-005542,FDR-0017,10.0,14.6,4.5,0.0,0.0,voltage,0.0
XFMR-005543,FDR-0017,37.5,0,11.6,33.9,21.7,voltage,21.7
XFMR-005544,FDR-0017,10.0,4.6,6.9,4.4,1.3,voltage,1.3
XFMR-005545,FDR-0017,100.0,8.9,63.4,53.8,31.0,voltage,31.0
XFMR-005546,FDR-0017,37.5,6.9,12.3,27.3,17.4,voltage,17.4
XFMR-005547,FDR-0017,75.0,11.5,26.0,47.7,26.6,voltage,26.6
XFMR-005548,FDR-0017,10.0,33.4,6.1,0.0,0.0,voltage,0.0
XFMR-005549,FDR-0017,100.0,11.3,71.2,60.4,53.3,voltage,53.3
XFMR-005550,FDR-0017,75.0,388.0,53.4,0.0,0.0,voltage,0.0
XFMR-005551,FDR-0017,50.0,5.8,19.7,36.3,12.0,voltage,12.0
XFMR-005552,FDR-0017,167.0,9.1,111.2,106.7,46.2,voltage,46.2
XFMR-005553,FDR-0017,50.0,0,22.2,30.2,28.4,voltage,28.4
XFMR-005554,FDR-0017,15.0,30.3,5.7,0.0,0.0,voltage,0.0
XFMR-005555,FDR-0017,37.5,172.2,20.5,0.0,0.0,voltage,0.0
XFMR-005556,FDR-0017,500.0,0,232.9,374.3,308.8,voltage,308.8
XFMR-005557,FDR-0017,250.0,10.2,199.3,123.8,76.4,voltage,76.4
XFMR-005558,FDR-0017,15.0,0,9.0,8.1,6.8,voltage,6.8
XFMR-005559,FDR-0017,25.0,0,15.2,18.0,14.6,voltage,14.6
XFMR-005560,FDR-0017,500.0,0,225.8,346.1,259.7,voltage,259.7
XFMR-005561,FDR-0017,15.0,14.0,7.1,3.1,0.0,voltage,0.0
XFMR-005562,FDR-0017,500.0,93.7,181.4,341.1,104.1,voltage,104.1
XFMR-005563,FDR-0017,15.0,6.2,9.4,6.9,3.4,voltage,3.4
XFMR-005564,FDR-0017,100.0,240.9,54.3,0.0,0.0,voltage,0.0
XFMR-005565,FDR-0017,37.5,6.4,15.0,26.3,12.2,voltage,12.2
XFMR-005566,FDR-0017,167.0,3.9,58.4,138.8,68.7,voltage,68.7
XFMR-005567,FDR-0017,50.0,5.6,34.2,27.4,24.2,voltage,24.2
XFMR-005568,FDR-0017,50.0,0,19.4,30.3,29.8,voltage,29.8
XFMR-005569,FDR-0017,250.0,3.9,180.5,165.1,105.3,voltage,105.3
XFMR-005570,FDR-0017,50.0,0,28.0,36.1,25.7,voltage,25.7
XFMR-005571,FDR-0017,50.0,14.1,20.3,30.6,8.2,voltage,8.2
XFMR-005572,FDR-0017,250.0,147.9,170.8,88.9,20.1,voltage,20.1
XFMR-005573,FDR-0017,25.0,0,15.8,17.4,8.8,voltage,8.8
XFMR-005574,FDR-0017,37.5,5.8,14.1,25.7,13.8,voltage,13.8
XFMR-005575,FDR-0017,50.0,0,33.6,34.1,31.6,voltage,31.6
XFMR-005576,FDR-0017,50.0,0,35.2,37.7,36.7,voltage,36.7
XFMR-005577,FDR-0017,50.0,10.1,32.2,25.9,17.5,voltage,17.5
XFMR-005578,FDR-0017,15.0,7.1,5.0,8.5,2.2,voltage,2.2
XFMR-005579,FDR-0017,500.0,0,212.1,409.4,363.5,voltage,363.5
XFMR-005580,FDR-0017,250.0,0,84.0,169.4,143.6,voltage,143.6
XFMR-005581,FDR-0017,167.0,16.1,118.0,105.9,64.5,voltage,64.5
XFMR-005582,FDR-0017,10.0,11.9,6.3,0.5,0.0,voltage,0.0
XFMR-005583,FDR-0017,500.0,7.8,204.2,375.4,219.5,voltage,219.5
XFMR-005584,FDR-0017,75.0,0,44.1,46.8,26.6,voltage,26.6
XFMR-005585,FDR-0017,500.0,11.7,338.1,369.0,209.6,voltage,209.6
XFMR-005586,FDR-0017,75.0,0,50.5,50.8,46.5,voltage,46.5
XFMR-005587,FDR-0017,250.0,4.2,122.8,195.0,105.3,voltage,105.3
XFMR-005588,FDR-0017,333.0,12.7,227.6,186.5,88.6,voltage,88.6
XFMR-005589,FDR-0017,10.0,0,4.0,6.8,4.1,voltage,4.1
XFMR-005590,FDR-0017,167.0,23.5,59.3,97.2,84.2,voltage,84.2
XFMR-005591,FDR-0017,333.0,0,153.6,241.8,195.2,voltage,195.2
XFMR-005592,FDR-0017,333.0,12.9,139.9,224.3,162.0,voltage,162.0
XFMR-005593,FDR-0017,25.0,200.6,11.2,0.0,0.0,voltage,0.0
XFMR-005594,FDR-0017,100.0,0,68.7,66.4,43.7,voltage,43.7
XFMR-005595,FDR-0017,167.0,16.1,130.6,107.4,76.4,voltage,76.4
XFMR-005596,FDR-0017,37.5,0,24.4,21.5,19.4,voltage,19.4
XFMR-005597,FDR-0017,10.0,0,4.6,7.7,5.5,voltage,5.5
XFMR-005598,FDR-0017,100.0,4.4,49.1,79.4,44.6,voltage,44.6
XFMR-005599,FDR-0017,50.0,0,35.4,29.0,19.5,voltage,19.5
XFMR-005600,FDR-0017,75.0,16.6,49.3,46.5,33.4,voltage,33.4
XFMR-005601,FDR-0017,500.0,16.9,366.0,318.5,281.0,voltage,281.0
XFMR-005602,FDR-0017,167.0,18.0,124.7,100.8,95.9,voltage,95.9
XFMR-005603,FDR-0017,25.0,0,11.5,16.4,9.9,voltage,9.9
XFMR-005604,FDR-0017,37.5,0,16.2,23.5,22.3,voltage,22.3
XFMR-005605,FDR-0017,167.0,443.7,104.0,0.0,0.0,voltage,0.0
XFMR-005606,FDR-0017,167.0,5.9,71.1,132.8,94.2,voltage,94.2
XFMR-005607,FDR-0017,100.0,9.4,36.1,79.5,25.3,voltage,25.3
XFMR-005608,FDR-0017,15.0,0,6.9,9.8,7.4,voltage,7.4
XFMR-005609,FDR-0017,75.0,9.1,36.1,40.0,37.3,voltage,37.3
XFMR-005610,FDR-0017,250.0,52.7,104.9,176.5,56.2,voltage,56.2
XFMR-005611,FDR-0017,25.0,0,9.6,16.1,17.9,thermal,16.1
XFMR-005612,FDR-0017,167.0,7.4,66.4,125.6,67.1,voltage,67.1
XFMR-005613,FDR-0017,10.0,6.3,5.6,3.9,1.8,voltage,1.8
XFMR-005614,FDR-0017,15.0,21.3,5.4,0.5,0.0,voltage,0.0
XFMR-005615,FDR-0017,250.0,6.3,114.2,149.5,104.7,voltage,104.7
XFMR-005616,FDR-0017,167.0,10.0,103.2,112.8,100.4,voltage,100.4
XFMR-005617,FDR-0017,250.0,0,158.4,195.5,105.8,voltage,105.8
XFMR-005618,FDR-0017,250.0,3.3,85.7,175.1,129.7,voltage,129.7
XFMR-005619,FDR-0017,100.0,0,57.8,65.8,40.6,voltage,40.6
XFMR-005620,FDR-0017,10.0,4.3,4.4,4.3,2.0,voltage,2.0
XFMR-005621,FDR-0017,37.5,0,18.1,31.3,20.6,voltage,20.6
XFMR-005622,FDR-0017,333.0,0,148.4,262.0,189.5,voltage,189.5
XFMR-005623,FDR-0017,167.0,5.4,72.6,97.8,77.3,voltage,77.3
XFMR-005624,FDR-0017,15.0,93.9,10.7,0.0,0.0,voltage,0.0
XFMR-005625,FDR-0017,37.5,35.9,15.1,11.0,0.0,voltage,0.0
XFMR-005626,FDR-0017,10.0,0,7.7,5.9,6.2,thermal,5.9
XFMR-005627,FDR-0017,100.0,140.7,34.0,4.3,0.0,voltage,0.0
XFMR-005628,FDR-0017,333.0,0,123.8,198.2,174.9,voltage,174.9
XFMR-005629,FDR-0017,37.5,235.0,25.5,0.0,0.0,voltage,0.0
XFMR-005630,FDR-0017,167.0,11.5,113.5,101.5,63.2,voltage,63.2
XFMR-005631,FDR-0017,10.0,0,6.5,5.9,6.7,thermal,5.9
XFMR-005632,FDR-0017,100.0,218.3,37.4,0.0,0.0,voltage,0.0
XFMR-005633,FDR-0017,167.0,3.8,93.3,126.2,73.9,voltage,73.9
XFMR-005634,FDR-0017,25.0,0,13.1,16.1,15.3,voltage,15.3
XFMR-005635,FDR-0017,333.0,0,175.6,201.9,167.7,voltage,167.7
XFMR-005636,FDR-0017,333.0,18.0,217.7,193.5,125.5,voltage,125.5
XFMR-005637,FDR-0017,75.0,0,43.7,54.2,36.6,voltage,36.6
XFMR-005638,FDR-0017,250.0,0,190.1,124.6,92.5,voltage,92.5
XFMR-005639,FDR-0017,250.0,0,164.6,177.8,146.8,voltage,146.8
XFMR-005640,FDR-0017,50.0,6.8,28.0,29.7,14.0,voltage,14.0
XFMR-005641,FDR-0017,167.0,0,64.2,105.4,60.8,voltage,60.8
XFMR-005642,FDR-0017,500.0,283.8,316.2,170.4,0.0,voltage,0.0
XFMR-005643,FDR-0017,15.0,0,11.1,9.6,7.1,voltage,7.1
XFMR-005644,FDR-0017,100.0,5.5,77.2,53.7,33.7,voltage,33.7
XFMR-005645,FDR-0017,100.0,0,72.3,56.5,39.6,voltage,39.6
XFMR-005646,FDR-0017,50.0,6.8,26.1,29.8,13.6,voltage,13.6
XFMR-005647,FDR-0017,333.0,6.7,171.2,242.9,157.9,voltage,157.9
XFMR-005648,FDR-0017,75.0,5.2,55.6,44.9,42.3,voltage,42.3
XFMR-005649,FDR-0017,50.0,8.4,38.0,30.9,21.2,voltage,21.2
XFMR-005650,FDR-0017,250.0,6.2,108.7,144.3,117.8,voltage,117.8
XFMR-005651,FDR-0017,25.0,206.8,17.8,0.0,0.0,voltage,0.0
XFMR-005652,FDR-0017,250.0,76.9,167.4,136.1,77.5,voltage,77.5
XFMR-005653,FDR-0017,15.0,0,8.1,8.8,8.1,voltage,8.1
XFMR-005654,FDR-0017,500.0,96.0,153.0,357.2,145.3,voltage,145.3
XFMR-005655,FDR-0017,500.0,0,313.4,377.8,221.3,voltage,221.3
XFMR-005656,FDR-0017,167.0,0,87.7,127.5,66.7,voltage,66.7
XFMR-005657,FDR-0017,50.0,261.0,37.8,0.0,0.0,voltage,0.0
XFMR-005658,FDR-0017,50.0,7.8,18.5,26.7,18.6,voltage,18.6
XFMR-005659,FDR-0017,15.0,0,6.3,12.9,7.3,voltage,7.3
XFMR-005660,FDR-0017,167.0,0,100.9,117.0,67.3,voltage,67.3
XFMR-005661,FDR-0017,50.0,6.2,38.2,26.7,17.8,voltage,17.8
XFMR-005662,FDR-0017,333.0,0,193.4,238.6,116.0,voltage,116.0
XFMR-005663,FDR-0017,100.0,145.9,52.6,0.0,0.0,voltage,0.0
XFMR-005664,FDR-0017,250.0,9.7,157.6,162.9,74.7,voltage,74.7
XFMR-005665,FDR-0017,100.0,466.5,54.2,0.0,0.0,voltage,0.0
XFMR-005666,FDR-0017,75.0,9.5,56.9,41.0,30.6,voltage,30.6
XFMR-005667,FDR-0017,15.0,15.0,8.6,2.2,0.0,voltage,0.0
XFMR-005668,FDR-0017,100.0,0,65.1,53.8,47.7,voltage,47.7
XFMR-005669,FDR-0017,75.0,0,45.9,51.3,37.9,voltage,37.9
XFMR-005670,FDR-0017,15.0,6.4,5.5,8.0,4.7,voltage,4.7
XFMR-005671,FDR-0017,100.0,23.3,70.7,48.4,32.9,voltage,32.9
XFMR-005672,FDR-0017,37.5,4.0,19.7,27.9,16.4,voltage,16.4
XFMR-005673,FDR-0017,167.0,387.4,74.9,0.0,0.0,voltage,0.0
XFMR-005674,FDR-0017,10.0,0,6.0,6.2,4.2,voltage,4.2
XFMR-005675,FDR-0017,50.0,0,32.3,28.4,19.2,voltage,19.2
XFMR-005676,FDR-0017,167.0,0,53.2,146.8,70.3,voltage,70.3
XFMR-005677,FDR-0017,50.0,0,27.6,30.7,16.3,voltage,16.3
XFMR-005678,FDR-0017,100.0,0,71.4,63.4,37.7,voltage,37.7
XFMR-005679,FDR-0017,10.0,0,4.8,7.0,6.0,voltage,6.0
XFMR-005680,FDR-0017,500.0,9.4,263.8,351.2,301.3,voltage,301.3
XFMR-005681,FDR-0017,167.0,0,102.8,126.3,101.3,voltage,101.3
XFMR-005682,FDR-0017,25.0,35.1,9.8,0.9,0.0,voltage,0.0
XFMR-005683,FDR-0017,500.0,0,374.8,265.0,196.6,voltage,196.6
XFMR-005684,FDR-0017,500.0,0,380.9,265.9,236.0,voltage,236.0
XFMR-005685,FDR-0017,333.0,157.7,191.3,154.3,27.7,voltage,27.7
XFMR-005686,FDR-0017,500.0,0,383.8,348.3,283.5,voltage,283.5
XFMR-005687,FDR-0017,333.0,7.0,123.4,242.0,172.1,voltage,172.1
XFMR-005688,FDR-0017,10.0,16.1,7.4,0.0,0.0,voltage,0.0
XFMR-005689,FDR-0017,100.0,11.2,67.4,54.6,49.3,voltage,49.3
XFMR-005690,FDR-0017,333.0,12.5,242.4,201.0,160.9,voltage,160.9
XFMR-005691,FDR-0017,37.5,10.5,13.5,25.1,12.5,voltage,12.5
XFMR-005692,FDR-0017,50.0,0,35.4,35.4,28.9,voltage,28.9
XFMR-005693,FDR-0017,333.0,0,125.8,273.7,174.4,voltage,174.4
XFMR-005694,FDR-0017,333.0,11.2,121.3,200.6,229.5,thermal,200.6
XFMR-005695,FDR-0017,100.0,3.9,58.9,64.3,59.7,voltage,59.7
XFMR-005696,FDR-0017,333.0,10.3,170.2,240.9,113.0,voltage,113.0
XFMR-005697,FDR-0017,500.0,0,263.1,309.7,242.2,voltage,242.2
XFMR-005698,FDR-0017,75.0,4.0,25.1,46.2,25.3,voltage,25.3
XFMR-005699,FDR-0017,37.5,3.7,27.2,22.3,14.2,voltage,14.2
XFMR-005700,FDR-0017,500.0,8.1,324.3,302.3,160.8,voltage,160.8
XFMR-005701,FDR-0017,167.0,7.3,63.1,100.5,99.2,voltage,99.2
XFMR-005702,FDR-0017,10.0,10.2,5.1,1.6,0.0,voltage,0.0
XFMR-005703,FDR-0017,167.0,34.7,96.3,109.0,52.1,voltage,52.1
XFMR-005704,FDR-0017,75.0,0,43.0,48.3,30.3,voltage,30.3
XFMR-005705,FDR-0017,500.0,0,225.9,302.2,291.5,voltage,291.5
XFMR-005706,FDR-0017,167.0,0,53.5,101.6,83.2,voltage,83.2
XFMR-005707,FDR-0017,25.0,0,12.8,14.4,9.7,voltage,9.7
XFMR-005708,FDR-0017,250.0,20.9,158.0,146.9,101.6,voltage,101.6
XFMR-005709,FDR-0017,333.0,0,230.9,190.1,135.4,voltage,135.4
XFMR-005710,FDR-0017,167.0,15.4,79.4,113.5,82.5,voltage,82.5
XFMR-005711,FDR-0017,50.0,87.1,16.4,0.0,0.0,voltage,0.0
XFMR-005712,FDR-0017,37.5,4.1,15.7,27.9,13.0,voltage,13.0
XFMR-005713,FDR-0017,167.0,0,62.0,117.7,69.9,voltage,69.9
XFMR-005714,FDR-0017,10.0,5.1,4.4,3.8,0.2,voltage,0.2
XFMR-005715,FDR-0017,15.0,0,10.7,8.4,8.3,voltage,8.3
XFMR-005716,FDR-0017,15.0,0,8.8,10.6,7.1,voltage,7.1
XFMR-005717,FDR-0017,500.0,5.2,219.6,396.8,158.3,voltage,158.3
XFMR-005718,FDR-0017,75.0,0,33.9,47.1,31.8,voltage,31.8
XFMR-005719,FDR-0017,37.5,23.3,28.5,10.0,0.5,voltage,0.5
XFMR-005720,FDR-0017,15.0,0,10.6,11.1,9.8,voltage,9.8
XFMR-005721,FDR-0017,100.0,72.4,71.8,22.9,12.4,voltage,12.4
XFMR-005722,FDR-0017,500.0,20.4,240.6,290.6,164.8,voltage,164.8
XFMR-005723,FDR-0017,50.0,0,21.4,42.6,20.6,voltage,20.6
XFMR-005724,FDR-0017,50.0,0,28.4,32.4,21.5,voltage,21.5
